u,v,length,geometry,highway,name,oneway,bridge,tunnel,access,u_elevation,v_elevation,elevation_gain,slope,abs_slope,is_too_short,is_steep_outlier,is_runner_friendly,clean_slope,clean_abs_slope
1060490703,5148229594,114.29092075700636,"LINESTRING (28.9368009 41.0222296, 28.9365273 41.0224649, 28.9369551 41.0227871, 28.9367228 41.0229775)",residential,Nikah Sokağı,False,,,,38.45685577392578,44.50725555419922,6.0503997802734375,0.0529385863741283,0.0529385863741283,False,False,True,0.0529385863741283,0.0529385863741283
1060490703,1060106744,81.62460222166163,"LINESTRING (28.9368009 41.0222296, 28.9369174 41.0223282, 28.9372408 41.0221735, 28.9370673 41.0218891)","['pedestrian', 'residential']",Hürrem Çavuş Sokağı,False,,,,38.45685577392578,35.65361022949219,-2.8032455444335938,-0.0343431449358985,0.0343431449358985,False,False,True,-0.0343431449358985,0.0343431449358985
1060490704,1060490706,42.651528281372755,"LINESTRING (28.9393267 41.0226481, 28.9398055 41.0225191)",residential,Kabakulak Cami Sokağı,False,,,,53.58540725708008,53.18220138549805,-0.4032058715820312,-0.0094534917699097,0.0094534917699097,False,False,True,-0.0094534917699097,0.0094534917699097
1060490704,1060106806,43.77588213868107,"LINESTRING (28.9393267 41.0226481, 28.9391841 41.0222694)",residential,Kabakulak Sokağı,False,,,,53.58540725708008,49.7877197265625,-3.797687530517578,-0.086752964074752,0.086752964074752,False,False,True,-0.086752964074752,0.086752964074752
1060490704,1060490660,21.482193223133905,"LINESTRING (28.9393267 41.0226481, 28.9394148 41.0228295)",residential,Kabakulak Sokağı,False,,,,53.58540725708008,55.33072280883789,1.7453155517578125,0.081244756232725,0.081244756232725,False,False,True,0.081244756232725,0.081244756232725
1060490706,1060490708,39.22616855203272,"LINESTRING (28.9398055 41.0225191, 28.9402516 41.0224134)",residential,Kabakulak Cami Sokağı,False,,,,53.18220138549805,52.70620346069336,-0.4759979248046875,-0.0121347034996111,0.0121347034996111,False,False,True,-0.0121347034996111,0.0121347034996111
1060490706,1060490704,42.651528281372755,"LINESTRING (28.9398055 41.0225191, 28.9393267 41.0226481)",residential,Kabakulak Cami Sokağı,False,,,,53.18220138549805,53.58540725708008,0.4032058715820312,0.0094534917699097,0.0094534917699097,False,False,True,0.0094534917699097,0.0094534917699097
1060490706,1060106825,87.827881795498,"LINESTRING (28.9398055 41.0225191, 28.9400008 41.022946, 28.9404326 41.022855)",residential,Cevizci Ekrem Sokağı,False,,,,53.18220138549805,58.2259635925293,5.04376220703125,0.0574278020136629,0.0574278020136629,False,False,True,0.0574278020136629,0.0574278020136629
1060490708,2371623923,43.07239394834944,"LINESTRING (28.9402516 41.0224134, 28.9404057 41.0227829)",residential,Ahşap Minare Sokağı,False,,,,52.70620346069336,56.79576110839844,4.089557647705078,0.0949461423623005,0.0949461423623005,False,False,True,0.0949461423623005,0.0949461423623005
1060490708,1060490706,39.22616855203272,"LINESTRING (28.9402516 41.0224134, 28.9398055 41.0225191)",residential,Kabakulak Cami Sokağı,False,,,,52.70620346069336,53.18220138549805,0.4759979248046875,0.0121347034996111,0.0121347034996111,False,False,True,0.0121347034996111,0.0121347034996111
1060490708,1060106811,25.532299625395837,"LINESTRING (28.9402516 41.0224134, 28.9401557 41.0222198, 28.9401451 41.0221983)",residential,Ahşap Minare Sokağı,False,,,,52.70620346069336,50.79639053344727,-1.9098129272460864,-0.0747998791830909,0.0747998791830909,False,False,True,-0.0747998791830909,0.0747998791830909
1060490723,1060490724,42.74993899558501,"LINESTRING (28.9396784 41.0250016, 28.9394244 41.0246683)",residential,Yazmacı Hüsrev Aralığı Sokağı,False,,,,63.64608764648438,62.91589736938477,-0.7301902770996094,-0.017080498692057,0.017080498692057,False,False,True,-0.017080498692057,0.017080498692057
1060490723,1060490794,37.72932345866005,"LINESTRING (28.9396784 41.0250016, 28.9400664 41.02483)",residential,Karagümrük Meydanı Sokağı,False,,,,63.64608764648438,64.00804901123047,0.3619613647460866,0.0095936351772299,0.0095936351772299,False,False,True,0.0095936351772299,0.0095936351772299
1060490723,1060430745,33.42406756905663,"LINESTRING (28.9396784 41.0250016, 28.9393614 41.0251837)",residential,Karagümrük Meydanı Sokağı,False,,,,63.64608764648438,64.2911605834961,0.6450729370117116,0.0192996539298797,0.0192996539298797,False,False,True,0.0192996539298797,0.0192996539298797
1060490724,1060490723,42.74993899558501,"LINESTRING (28.9394244 41.0246683, 28.9396784 41.0250016)",residential,Yazmacı Hüsrev Aralığı Sokağı,False,,,,62.91589736938477,63.64608764648438,0.7301902770996094,0.017080498692057,0.017080498692057,False,False,True,0.017080498692057,0.017080498692057
1060490724,1060490804,37.56246342835463,"LINESTRING (28.9394244 41.0246683, 28.9390391 41.0248404)",residential,Yazmacı Hüsrev Sokağı,False,,,,62.91589736938477,63.34605026245117,0.4301528930663991,0.011451668868493,0.011451668868493,False,False,True,0.011451668868493,0.011451668868493
1060490724,1060490792,38.50244545157094,"LINESTRING (28.9394244 41.0246683, 28.9398306 41.0245071)",residential,Yazmacı Hüsrev Sokağı,False,,,,62.91589736938477,63.75973510742188,0.8438377380371094,0.0219164712303405,0.0219164712303405,False,False,True,0.0219164712303405,0.0219164712303405
1060490733,1060490734,59.75099060700066,"LINESTRING (28.9388072 41.024155, 28.9384287 41.0236998)",residential,Perendebaz Sokağı,False,,,,58.29889297485352,56.35255432128906,-1.94633865356446,-0.0325741654454917,0.0325741654454917,False,False,True,-0.0325741654454917,0.0325741654454917
1060490733,1060490802,66.10730813646589,"LINESTRING (28.9388072 41.024155, 28.9390699 41.0244368, 28.9387992 41.024581)",residential,Perendebaz Sokağı,False,,,,58.29889297485352,61.64151000976562,3.342617034912095,0.0505635024196099,0.0505635024196099,False,False,True,0.0505635024196099,0.0505635024196099
1060490733,1060490751,44.8294619825528,"LINESTRING (28.9388072 41.024155, 28.9385222 41.0243038, 28.9386367 41.0244161)",residential,Karabulut Sokağı,False,,,,58.29889297485352,59.79940795898438,1.5005149841308594,0.0334716259747851,0.0334716259747851,False,False,True,0.0334716259747851,0.0334716259747851
1060490734,1060490746,27.79209837451395,"LINESTRING (28.9384287 41.0236998, 28.938164 41.0238501)",residential,Perendebaz Sokağı,False,,,,56.35255432128906,56.52270126342773,0.1701469421386647,0.0061221337031065,0.0061221337031065,False,False,True,0.0061221337031065,0.0061221337031065
1060490734,1060490733,59.75099060700066,"LINESTRING (28.9384287 41.0236998, 28.9388072 41.024155)",residential,Perendebaz Sokağı,False,,,,56.35255432128906,58.29889297485352,1.94633865356446,0.0325741654454917,0.0325741654454917,False,False,True,0.0325741654454917,0.0325741654454917
1060490734,1060490739,96.03244015123587,"LINESTRING (28.9384287 41.0236998, 28.9379777 41.0231767, 28.9380911 41.023116, 28.9379945 41.0230027)",residential,Perendebaz Çıkmazı,False,,,,56.35255432128906,52.9719123840332,-3.3806419372558594,-0.0352031244018363,0.0352031244018363,False,False,True,-0.0352031244018363,0.0352031244018363
1060490739,1060490734,96.03244015123587,"LINESTRING (28.9379945 41.0230027, 28.9380911 41.023116, 28.9379777 41.0231767, 28.9384287 41.0236998)",residential,Perendebaz Çıkmazı,False,,,,52.9719123840332,56.35255432128906,3.3806419372558594,0.0352031244018363,0.0352031244018363,False,False,True,0.0352031244018363,0.0352031244018363
1060490744,1060490746,37.70586018949759,"LINESTRING (28.9378083 41.0240574, 28.938164 41.0238501)",residential,Perendebaz Sokağı,False,,,,57.10442733764648,56.52270126342773,-0.58172607421875,-0.0154280016765346,0.0154280016765346,False,False,True,-0.0154280016765346,0.0154280016765346
1060490744,1060491052,28.995225219670463,"LINESTRING (28.9378083 41.0240574, 28.9379953 41.0242767)",residential,Melek Hoca Caddesi,False,,,,57.10442733764648,58.19340896606445,1.088981628417976,0.0375572743500956,0.0375572743500956,False,False,True,0.0375572743500956,0.0375572743500956
1060490744,1060490903,90.95558864251016,"LINESTRING (28.9378083 41.0240574, 28.9374366 41.023634, 28.9372063 41.0233771)",residential,Melek Hoca Caddesi,False,,,,57.10442733764648,50.43657684326172,-6.6678504943847585,-0.0733088597842176,0.0733088597842176,False,False,True,-0.0733088597842176,0.0733088597842176
1060490746,1060490744,37.70586018949759,"LINESTRING (28.938164 41.0238501, 28.9378083 41.0240574)",residential,Perendebaz Sokağı,False,,,,56.52270126342773,57.10442733764648,0.58172607421875,0.0154280016765346,0.0154280016765346,False,False,True,0.0154280016765346,0.0154280016765346
1060490746,1060490734,27.79209837451395,"LINESTRING (28.938164 41.0238501, 28.9384287 41.0236998)",residential,Perendebaz Sokağı,False,,,,56.52270126342773,56.35255432128906,-0.1701469421386647,-0.0061221337031065,0.0061221337031065,False,False,True,-0.0061221337031065,0.0061221337031065
1060490746,1060491052,68.14257595471489,"LINESTRING (28.938164 41.0238501, 28.9383639 41.0240686, 28.9379953 41.0242767)",residential,Perendebaz Aralığı,False,,,,56.52270126342773,58.19340896606445,1.670707702636726,0.0245178242710844,0.0245178242710844,False,False,True,0.0245178242710844,0.0245178242710844
1060490750,1060490751,43.43800506272106,"LINESTRING (28.9382122 41.0246398, 28.9386367 41.0244161)",residential,İmam Süreyya Sokağı,False,,,,61.10823822021484,59.79940795898438,-1.3088302612304543,-0.0301309938000284,0.0301309938000284,False,False,True,-0.0301309938000284,0.0301309938000284
1060490750,1060491052,44.285564839597285,"LINESTRING (28.9382122 41.0246398, 28.9379953 41.0242767)",residential,Melek Hoca Caddesi,False,,,,61.10823822021484,58.19340896606445,-2.9148292541503835,-0.0658189472056622,0.0658189472056622,False,False,True,-0.0658189472056622,0.0658189472056622
1060490750,1060491049,17.239986077298802,"LINESTRING (28.9382122 41.0246398, 28.9382962 41.0247813)",residential,Melek Hoca Caddesi,False,,,,61.10823822021484,62.48523712158203,1.3769989013671946,0.0798723905688296,0.0798723905688296,False,False,True,0.0798723905688296,0.0798723905688296
1060490751,1060490750,43.43800506272106,"LINESTRING (28.9386367 41.0244161, 28.9382122 41.0246398)",residential,İmam Süreyya Sokağı,False,,,,59.79940795898438,61.10823822021484,1.3088302612304543,0.0301309938000284,0.0301309938000284,False,False,True,0.0301309938000284,0.0301309938000284
1060490751,1060490802,22.84821505640375,"LINESTRING (28.9386367 41.0244161, 28.9387992 41.024581)",residential,Karabulut Sokağı,False,,,,59.79940795898438,61.64151000976562,1.842102050781236,0.080623455540565,0.080623455540565,False,False,True,0.080623455540565,0.080623455540565
1060490751,1060490733,44.8294619825528,"LINESTRING (28.9386367 41.0244161, 28.9385222 41.0243038, 28.9388072 41.024155)",residential,Karabulut Sokağı,False,,,,59.79940795898438,58.29889297485352,-1.5005149841308594,-0.0334716259747851,0.0334716259747851,False,False,True,-0.0334716259747851,0.0334716259747851
1060490752,1060490754,38.31163300147321,"LINESTRING (28.9395928 41.0242001, 28.9399795 41.0240168)",residential,Nakkaş Levni Sokağı,False,,,,61.10394287109375,64.24436950683594,3.1404266357421875,0.0819705762900116,0.0819705762900116,False,False,True,0.0819705762900116,0.0819705762900116
1060490752,1060490792,39.53835989852993,"LINESTRING (28.9395928 41.0242001, 28.9398306 41.0245071)",residential,İpek Kaytan Sokağı,False,,,,61.10394287109375,63.75973510742188,2.655792236328132,0.0671700152243006,0.0671700152243006,False,False,True,0.0671700152243006,0.0671700152243006
1060490752,1060490777,82.91029039560141,"LINESTRING (28.9395928 41.0242001, 28.9393192 41.0238823, 28.9397655 41.0237371)",residential,"['İzzetağa Sokağı', 'İpek Kaytan Sokağı']",False,,,,61.10394287109375,60.58322143554688,-0.5207214355468679,-0.006280540486136,0.006280540486136,False,False,True,-0.006280540486136,0.006280540486136
1060490752,13382485594,140.6463936862586,"LINESTRING (28.9395928 41.0242001, 28.9395382 41.0242196, 28.939356 41.0242808, 28.939012 41.0237749, 28.938717 41.0233269)",service,,False,,,,61.10394287109375,55.21291732788086,-5.891025543212891,-0.0418853650549623,0.0418853650549623,False,False,False,-0.0418853650549623,0.0418853650549623
1060490754,1060490752,38.31163300147321,"LINESTRING (28.9399795 41.0240168, 28.9395928 41.0242001)",residential,Nakkaş Levni Sokağı,False,,,,64.24436950683594,61.10394287109375,-3.1404266357421875,-0.0819705762900116,0.0819705762900116,False,False,True,-0.0819705762900116,0.0819705762900116
1060490754,1060490777,35.910671469357595,"LINESTRING (28.9399795 41.0240168, 28.9397655 41.0237371)",residential,Kabakulak Sokağı,False,,,,64.24436950683594,60.58322143554688,-3.6611480712890554,-0.1019515347802141,0.1019515347802141,False,False,True,-0.1019515347802141,0.1019515347802141
1060490754,1060490773,41.14689814212768,"LINESTRING (28.9399795 41.0240168, 28.940215 41.0243414)",residential,Kabakulak Sokağı,False,,,,64.24436950683594,65.48597717285156,1.241607666015625,0.0301750003542653,0.0301750003542653,False,False,True,0.0301750003542653,0.0301750003542653
1060490754,1060490763,76.28336142636847,"LINESTRING (28.9399795 41.0240168, 28.9402851 41.0238769, 28.9407819 41.0236956)",residential,Nakkaş Levni Sokağı,False,,,,64.24436950683594,64.02686309814453,-0.2175064086914062,-0.0028512955462948,0.0028512955462948,False,False,True,-0.0028512955462948,0.0028512955462948
1060490763,1060490786,27.99738727264046,"LINESTRING (28.9407819 41.0236956, 28.9406773 41.0234565)",residential,Ahşap Minare Sokağı,False,,,,64.02686309814453,63.45880889892578,-0.56805419921875,-0.0202895432236943,0.0202895432236943,False,False,True,-0.0202895432236943,0.0202895432236943
1060490763,1060106783,42.058072134297184,"LINESTRING (28.9407819 41.0236956, 28.940971 41.0240459)",residential,Ahşap Minare Sokağı,False,,,,64.02686309814453,64.70650482177734,0.6796417236328125,0.0161596024055173,0.0161596024055173,False,False,True,0.0161596024055173,0.0161596024055173
1060490763,1060490754,76.28336142636847,"LINESTRING (28.9407819 41.0236956, 28.9402851 41.0238769, 28.9399795 41.0240168)",residential,Nakkaş Levni Sokağı,False,,,,64.02686309814453,64.24436950683594,0.2175064086914062,0.0028512955462948,0.0028512955462948,False,False,True,0.0028512955462948,0.0028512955462948
1060490767,1060490769,38.61170986059555,"LINESTRING (28.940728 41.0251026, 28.9405092 41.0247971)",residential,Alipaşa Türbesi Sokağı,False,,,,64.7459716796875,64.80624389648438,0.060272216796875,0.0015609828472886,0.0015609828472886,False,False,True,0.0015609828472886,0.0015609828472886
1060490767,4924587513,55.64429766275961,"LINESTRING (28.940728 41.0251026, 28.94101 41.0249128, 28.9412194 41.0247665)",primary,Fevzipaşa Caddesi,False,,,,64.7459716796875,64.60779571533203,-0.1381759643554687,-0.0024832007979129,0.0024832007979129,False,False,False,-0.0024832007979129,0.0024832007979129
1060490767,1060490798,33.392461556568385,"LINESTRING (28.940728 41.0251026, 28.9406273 41.0251827, 28.9404668 41.025329)",primary,Fevzipaşa Caddesi,False,,,,64.7459716796875,64.24763488769531,-0.4983367919921875,-0.0149236315252764,0.0149236315252764,False,False,False,-0.0149236315252764,0.0149236315252764
1060490769,1060490767,38.61170986059555,"LINESTRING (28.9405092 41.0247971, 28.940728 41.0251026)",residential,Alipaşa Türbesi Sokağı,False,,,,64.80624389648438,64.7459716796875,-0.060272216796875,-0.0015609828472886,0.0015609828472886,False,False,True,-0.0015609828472886,0.0015609828472886
1060490769,13382485577,11.22882799747686,"LINESTRING (28.9405092 41.0247971, 28.9404546 41.0247049)",tertiary,Alipaşa Türbesi Sokağı,False,,,,64.80624389648438,64.8994140625,0.093170166015625,0.0082974078894574,0.0082974078894574,False,False,False,0.0082974078894574,0.0082974078894574
1060490769,1060490878,56.929045227908446,"LINESTRING (28.9405092 41.0247971, 28.9409235 41.0246175, 28.9411026 41.024549)",tertiary,Lüleci Yekta Sokağı,False,,,,64.80624389648438,64.95903778076172,0.1527938842773437,0.0026839354790801,0.0026839354790801,False,False,False,0.0026839354790801,0.0026839354790801
1060490773,1060490792,37.13951296914124,"LINESTRING (28.940215 41.0243414, 28.9398306 41.0245071)",residential,Yazmacı Hüsrev Sokağı,False,,,,65.48597717285156,63.75973510742188,-1.7262420654296804,-0.0464799327568994,0.0464799327568994,False,False,True,-0.0464799327568994,0.0464799327568994
1060490773,1060490754,41.14689814212768,"LINESTRING (28.940215 41.0243414, 28.9399795 41.0240168)",residential,Kabakulak Sokağı,False,,,,65.48597717285156,64.24436950683594,-1.241607666015625,-0.0301750003542653,0.0301750003542653,False,False,True,-0.0301750003542653,0.0301750003542653
1060490773,1060430743,39.35590937397168,"LINESTRING (28.940215 41.0243414, 28.9404284 41.0246566)",residential,Kabakulak Sokağı,False,,,,65.48597717285156,64.97091674804688,-0.5150604248046875,-0.0130872449143641,0.0130872449143641,False,False,True,-0.0130872449143641,0.0130872449143641
1060490777,1060490786,82.60976874558912,"LINESTRING (28.9397655 41.0237371, 28.9406773 41.0234565)",residential,İzzetağa Sokağı,False,,,,60.58322143554688,63.45880889892578,2.875587463378899,0.0348092908023355,0.0348092908023355,False,False,True,0.0348092908023355,0.0348092908023355
1060490777,1060490670,30.347241499180267,"LINESTRING (28.9397655 41.0237371, 28.9396642 41.0234751)",residential,Kabakulak Sokağı,False,,,,60.58322143554688,58.50837707519531,-2.0748443603515696,-0.0683701139824393,0.0683701139824393,False,False,True,-0.0683701139824393,0.0683701139824393
1060490777,1060490754,35.910671469357595,"LINESTRING (28.9397655 41.0237371, 28.9399795 41.0240168)",residential,Kabakulak Sokağı,False,,,,60.58322143554688,64.24436950683594,3.6611480712890554,0.1019515347802141,0.1019515347802141,False,False,True,0.1019515347802141,0.1019515347802141
1060490777,1060490752,82.91029039560141,"LINESTRING (28.9397655 41.0237371, 28.9393192 41.0238823, 28.9395928 41.0242001)",residential,"['İzzetağa Sokağı', 'İpek Kaytan Sokağı']",False,,,,60.58322143554688,61.10394287109375,0.5207214355468679,0.006280540486136,0.006280540486136,False,False,True,0.006280540486136,0.006280540486136
1060490786,1060106800,23.059175575625307,"LINESTRING (28.9406773 41.0234565, 28.9405939 41.0232589)",residential,Ahşap Minare Sokağı,False,,,,63.45880889892578,63.41218566894531,-0.0466232299804687,-0.0020218949210721,0.0020218949210721,False,False,True,-0.0020218949210721,0.0020218949210721
1060490786,1060490763,27.99738727264046,"LINESTRING (28.9406773 41.0234565, 28.9407819 41.0236956)",residential,Ahşap Minare Sokağı,False,,,,63.45880889892578,64.02686309814453,0.56805419921875,0.0202895432236943,0.0202895432236943,False,False,True,0.0202895432236943,0.0202895432236943
1060490786,1060490777,82.60976874558912,"LINESTRING (28.9406773 41.0234565, 28.9397655 41.0237371)",residential,İzzetağa Sokağı,False,,,,63.45880889892578,60.58322143554688,-2.875587463378899,-0.0348092908023355,0.0348092908023355,False,False,True,-0.0348092908023355,0.0348092908023355
1060490792,1060490724,38.50244545157094,"LINESTRING (28.9398306 41.0245071, 28.9394244 41.0246683)",residential,Yazmacı Hüsrev Sokağı,False,,,,63.75973510742188,62.91589736938477,-0.8438377380371094,-0.0219164712303405,0.0219164712303405,False,False,True,-0.0219164712303405,0.0219164712303405
1060490792,1060490773,37.13951296914124,"LINESTRING (28.9398306 41.0245071, 28.940215 41.0243414)",residential,Yazmacı Hüsrev Sokağı,False,,,,63.75973510742188,65.48597717285156,1.7262420654296804,0.0464799327568994,0.0464799327568994,False,False,True,0.0464799327568994,0.0464799327568994
1060490792,1060490794,40.993247901801,"LINESTRING (28.9398306 41.0245071, 28.9400664 41.02483)",residential,İpek Kaytan Sokağı,False,,,,63.75973510742188,64.00804901123047,0.2483139038085866,0.0060574342487675,0.0060574342487675,False,False,True,0.0060574342487675,0.0060574342487675
1060490792,1060490752,39.53835989852993,"LINESTRING (28.9398306 41.0245071, 28.9395928 41.0242001)",residential,İpek Kaytan Sokağı,False,,,,63.75973510742188,61.10394287109375,-2.655792236328132,-0.0671700152243006,0.0671700152243006,False,False,True,-0.0671700152243006,0.0671700152243006
1060490794,1060490796,16.067338775411464,"LINESTRING (28.9400664 41.02483, 28.9401511 41.0249596)",tertiary,,False,,,,64.00804901123047,64.10248565673828,0.0944366455078125,0.0058775536402041,0.0058775536402041,False,False,False,0.0058775536402041,0.0058775536402041
1060490794,1060490723,37.72932345866005,"LINESTRING (28.9400664 41.02483, 28.9396784 41.0250016)",residential,Karagümrük Meydanı Sokağı,False,,,,64.00804901123047,63.64608764648438,-0.3619613647460866,-0.0095936351772299,0.0095936351772299,False,False,True,-0.0095936351772299,0.0095936351772299
1060490794,1060490792,40.993247901801,"LINESTRING (28.9400664 41.02483, 28.9398306 41.0245071)",residential,İpek Kaytan Sokağı,False,,,,64.00804901123047,63.75973510742188,-0.2483139038085866,-0.0060574342487675,0.0060574342487675,False,False,True,-0.0060574342487675,0.0060574342487675
1060490794,1060430743,36.08548303037342,"LINESTRING (28.9400664 41.02483, 28.9402277 41.0247678, 28.9404284 41.0246566)",tertiary,Eski Ali Paşa Caddesi,False,,,,64.00804901123047,64.97091674804688,0.9628677368164062,0.0266829665548872,0.0266829665548872,False,False,False,0.0266829665548872,0.0266829665548872
1060490796,1060490794,16.067338775411464,"LINESTRING (28.9401511 41.0249596, 28.9400664 41.02483)",tertiary,,False,,,,64.10248565673828,64.00804901123047,-0.0944366455078125,-0.0058775536402041,0.0058775536402041,False,False,False,-0.0058775536402041,0.0058775536402041
1060490796,2370840005,35.02773049025093,"LINESTRING (28.9401511 41.0249596, 28.9403624 41.0252313)",residential,Rendeciler Sokağı,False,,,,64.10248565673828,64.24250030517578,0.1400146484375,0.0039972515055312,0.0039972515055312,False,False,True,0.0039972515055312,0.0039972515055312
1060490796,13382485577,38.083050475211984,"LINESTRING (28.9401511 41.0249596, 28.9404546 41.0247049)",footway,,False,,,,64.10248565673828,64.8994140625,0.7969284057617188,0.0209260654232631,0.0209260654232631,False,False,True,0.0209260654232631,0.0209260654232631
1060490796,1060490825,36.442240590589826,"LINESTRING (28.9401511 41.0249596, 28.9398308 41.025181)",tertiary,Prof. Naci Şensoy Caddesi,False,,,,64.10248565673828,63.93943405151367,-0.1630516052246093,-0.0044742475375323,0.0044742475375323,False,False,False,-0.0044742475375323,0.0044742475375323
1060490798,2370840005,13.954276982664483,"LINESTRING (28.9404668 41.025329, 28.9403624 41.0252313)",residential,Rendeciler Sokağı,False,,,,64.24763488769531,64.24250030517578,-0.0051345825195312,-0.0003679576180055,0.0003679576180055,False,False,True,-0.0003679576180055,0.0003679576180055
1060490798,1060490767,33.392461556568385,"LINESTRING (28.9404668 41.025329, 28.9406273 41.0251827, 28.940728 41.0251026)",primary,Fevzipaşa Caddesi,False,,,,64.24763488769531,64.7459716796875,0.4983367919921875,0.0149236315252764,0.0149236315252764,False,False,False,0.0149236315252764,0.0149236315252764
1060490798,1060490815,40.36374167925204,"LINESTRING (28.9404668 41.025329, 28.9403698 41.0254174, 28.9401825 41.0256215)",primary,Fevzipaşa Caddesi,False,,,,64.24763488769531,63.5802116394043,-0.6674232482910156,-0.0165352175126541,0.0165352175126541,False,False,False,-0.0165352175126541,0.0165352175126541
1060490802,1060490804,35.17081861026834,"LINESTRING (28.9387992 41.024581, 28.9390391 41.0248404)",residential,Karabulut Sokağı,False,,,,61.64151000976562,63.34605026245117,1.704540252685554,0.0484646169761855,0.0484646169761855,False,False,True,0.0484646169761855,0.0484646169761855
1060490802,1060490751,22.84821505640375,"LINESTRING (28.9387992 41.024581, 28.9386367 41.0244161)",residential,Karabulut Sokağı,False,,,,61.64151000976562,59.79940795898438,-1.842102050781236,-0.080623455540565,0.080623455540565,False,False,True,-0.080623455540565,0.080623455540565
1060490802,1060490733,66.10730813646589,"LINESTRING (28.9387992 41.024581, 28.9390699 41.0244368, 28.9388072 41.024155)",residential,Perendebaz Sokağı,False,,,,61.64151000976562,58.29889297485352,-3.342617034912095,-0.0505635024196099,0.0505635024196099,False,False,True,-0.0505635024196099,0.0505635024196099
1060490804,1060430745,46.778264998622795,"LINESTRING (28.9390391 41.0248404, 28.9393614 41.0251837)",residential,Karabulut Sokağı,False,,,,63.34605026245117,64.2911605834961,0.945110321044922,0.0202040482064212,0.0202040482064212,False,False,True,0.0202040482064212,0.0202040482064212
1060490804,1060490802,35.17081861026834,"LINESTRING (28.9390391 41.0248404, 28.9387992 41.024581)",residential,Karabulut Sokağı,False,,,,63.34605026245117,61.64151000976562,-1.704540252685554,-0.0484646169761855,0.0484646169761855,False,False,True,-0.0484646169761855,0.0484646169761855
1060490804,1060490724,37.56246342835463,"LINESTRING (28.9390391 41.0248404, 28.9394244 41.0246683)",residential,Yazmacı Hüsrev Sokağı,False,,,,63.34605026245117,62.91589736938477,-0.4301528930663991,-0.011451668868493,0.011451668868493,False,False,True,-0.011451668868493,0.011451668868493
1060490808,1060430745,24.738084529522755,"LINESTRING (28.9395246 41.025369, 28.9393614 41.0251837)",residential,Karabulut Sokağı,False,,,,64.1130599975586,64.2911605834961,0.1781005859375,0.0071994493237725,0.0071994493237725,False,False,True,0.0071994493237725,0.0071994493237725
1060490808,1060490973,31.870346812412286,"LINESTRING (28.9395246 41.025369, 28.9392262 41.0255464)",tertiary,Prof. Naci Şensoy Caddesi,False,,,,64.1130599975586,64.36475372314453,0.2516937255859375,0.0078974266288157,0.0078974266288157,False,False,False,0.0078974266288157,0.0078974266288157
1060490808,5075063642,22.32700641023576,"LINESTRING (28.9395246 41.025369, 28.9396565 41.0255434)",residential,Sütçü Murat Sokağı,False,,,,64.1130599975586,63.84671401977539,-0.2663459777832031,-0.0119293188208651,0.0119293188208651,False,False,True,-0.0119293188208651,0.0119293188208651
1060490808,1060490825,33.11795563933898,"LINESTRING (28.9395246 41.025369, 28.9398308 41.025181)",tertiary,Prof. Naci Şensoy Caddesi,False,,,,64.1130599975586,63.93943405151367,-0.1736259460449218,-0.0052426528960827,0.0052426528960827,False,False,False,-0.0052426528960827,0.0052426528960827
1060490811,13382485573,23.656303878629945,"LINESTRING (28.9399019 41.0259428, 28.9400541 41.0257637)",primary,Fevzipaşa Caddesi,False,,,,64.26670837402344,63.20132827758789,-1.0653800964355469,-0.0450357799722873,0.0450357799722873,False,False,False,-0.0450357799722873,0.0450357799722873
1060490811,13382485575,39.95294397671464,"LINESTRING (28.9399019 41.0259428, 28.9396408 41.0262433)",primary,Fevzipaşa Caddesi,False,,,,64.26670837402344,61.89384841918945,-2.3728599548339844,-0.0593913669094556,0.0593913669094556,False,False,False,-0.0593913669094556,0.0593913669094556
1060490811,5075063642,48.950435971690275,"LINESTRING (28.9399019 41.0259428, 28.9396565 41.0255434)",residential,Sütçü Murat Sokağı,False,,,,64.26670837402344,63.84671401977539,-0.4199943542480469,-0.0085799921065247,0.0085799921065247,False,False,True,-0.0085799921065247,0.0085799921065247
1060490815,2370840011,30.21079038665781,"LINESTRING (28.9401825 41.0256215, 28.9400076 41.025384)",residential,İşkembeci Malik Sokağı,False,,,,63.5802116394043,63.88552093505859,0.3053092956542897,0.0101059684883029,0.0101059684883029,False,False,True,0.0101059684883029,0.0101059684883029
1060490815,1060490798,40.36374167925204,"LINESTRING (28.9401825 41.0256215, 28.9403698 41.0254174, 28.9404668 41.025329)",primary,Fevzipaşa Caddesi,False,,,,63.5802116394043,64.24763488769531,0.6674232482910156,0.0165352175126541,0.0165352175126541,False,False,False,0.0165352175126541,0.0165352175126541
1060490815,13382485573,19.13403590087637,"LINESTRING (28.9401825 41.0256215, 28.9400801 41.0257331, 28.9400541 41.0257637)",primary,Fevzipaşa Caddesi,False,,,,63.5802116394043,63.20132827758789,-0.3788833618164062,-0.0198015391932578,0.0198015391932578,False,False,False,-0.0198015391932578,0.0198015391932578
1060490825,2370840011,27.00910349815473,"LINESTRING (28.9398308 41.025181, 28.9400076 41.025384)",residential,İşkembeci Malik Sokağı,False,,,,63.93943405151367,63.88552093505859,-0.0539131164550852,-0.0019961090696241,0.0019961090696241,False,False,True,-0.0019961090696241,0.0019961090696241
